ID,Name,Description,Class
209,專品藥局淨邁舒PLUS加強版60粒紅葡萄葉萃取物、專品藥局淨邁舒PLUS加強版60粒紅葡萄葉萃取物、EuroLady適芙寧-30粒蔓越莓濃縮含高濃度花青素+原花青素植物專家威瑪舒培出品【2000186】、LiveFargood薊葆官-50粒(威瑪舒培出品)【2003844】,「預防醫學…藥草」「維持泌尿道健康」「輕盈苗條…並佐以腰部曲線圖」「肝臟保健聖品」,1
210,真珠精,「你看你的牙齒有沒有比較硬?真的比較硬，頭髮較多發(台)...鬍鬚啦指甲啦，這是真正的鈣質，行動不方便的你給他試看看，小孩發育中，皮膚又會美，這就是我們的真珠精...25530899」,1
211,安萊優立寶,「及修復...具有增加體細胞對接受葡萄糖的敏感度。」「如果感冒溫度不會太高千萬不要吃退燒藥...發燒在幫助痊癒...久而久之把人體免疫系統整個破壞...該生的病讓他生...排便不等於排毒...接下來我們要來進行這一套產品...含小分子脂肪酸，本身具殺菌功能…提升細胞能量...排毒...蝦青素比我們知道的抗氧化物質要強很多...唯一一個可以穿透細胞膜，可於細胞膜內外發揮抗氧化功能...自由基...老化原因...抗老化...細胞粒線體...腰圍會看不到...處理你的脂肪...到細胞大腦，它就不餓了...免疫能力大大提升...減少宿便」,1
212,活氣靈芝多醣體液,「可增加細胞內殼膀胱甘?(GSH)和抗氧化氫H2O2，誘導抗氧化?，以保護氧化壓力...具有保護內皮細胞的作用」,1
213,明治配方奶系列,「帶寶寶遠離過敏體質...孩子過敏、氣喘的預防...幫助孩子遠離過敏症狀...還有每到季節轉換，寶寶最容易受到病毒侵襲，發生嘔吐腹瀉或肚子不舒服的狀況」,1
214,Laler日夜膠囊,「身材整個大回春，沒有節食、過年時吃好睡好、但體態卻比懷孕前還要棒...提升代謝力的天然成分...可以幫我調理好代謝力，用健康的方式讓數字穩穩的下降」,1
215,「花蓮郭火腿御采禮盒(600g二條入/盒)」、「[伴手禮專案]花蓮郭火腿_煙燻火腿2入(900g/入)」、「花蓮郭火腿煙燻火腿2入(600g/入)」,「[伴手禮專案]花蓮郭火腿_煙燻火腿2入(900g/入)」「抗氧化劑)」,1
216,金湘極品向天果,「造血功能障礙引發心臟病…慢性疾病…膽固醇…造成血管及內臟負擔…肥胖、糖尿病…高血壓…疲勞」,1
217,Liftage麗芙緹,「保濕…抗皺…撫紋…緊緻…內服」,1
218,【超值體驗組】PPARS全益能激活膠囊5入-限購一組,「健康檢查紅字進步…及…紅血球細胞新陳代謝…肝臟細胞新陳代謝…細胞代謝」,1
219,飲沛,「增加癌友存活率」,1
220,【PureChee】有機枸杞粉-30g,「增強免疫力...護眼明目...抗氧化...保肝...皮膚：...保護皮膚，減緩皮屑問題，降低敏感...毛髮……促進毛髮亮麗...消化系統」「強化免疫系統，有助調整過敏體質...清除自由基延緩老化...調整腸胃道機能...調理皮膚問題...諾麗果含有許多強大的抗氧化劑」「阻止或減少病痛的發生，並迅速修補已受傷的細胞，將代謝殘渣或毒素排出體外」「它能維護身體細胞組織正常運作，阻止或減少病痛的發生，並迅速修補已受傷的細胞，將代謝殘渣或毒素排出體外，使身體恢復正常」,1
221,EPA&DHA海洋精萃魚油晶球,「促進體內循環…保持體內循環…提升視力水平…醫藥品等級」,1
222,即期良品【KleanZyme】栓溶美高智能PS(30包/盒),「幫助舒緩壓力…現代人飽受生活壓力，容易陷入情緒激焦慮，而黑可可中含的可可鹼，有助於對抗壓力、紓解抑鬱...更可以讓思維敏銳…全面紓壓…有效促進循環，幫助舒緩壓力…穩定情緒…有助安定情緒…能有效提升防禦力…鞏固知能根本…維持傳導力…守護知能健康…加強防禦力!…幫助維持資訊傳導正常」,1
223,康萃雪白錠、瑞莎代言【BeeZin康萃】美活雪白x1瓶,「從體內產生防禦紫外線的美白，打造一白遮三醜...歐嚕嚕的救星來囉...防禦光線傷害、阻斷麥拉寧生成、淡化沉澱黑色素...美白」「康萃BeeZin」「瑞莎代言【BeeZin康萃】美活雪白錠x1瓶」「雪白丸...10倍葡萄籽、40倍維他命E、350倍維他命C、1000倍硫辛酸」,1
224,【悅‧生活】御品能量--黃金3A頂級混種辣椒款鵝油(350g/罐)，【悅‧生活】醫生健康日記斯里蘭卡有機薑黃粉260g/罐(有機薑黃生酮),「醫生健康日記精力之王有機強效型瑪卡粉300g/罐二入組(瑪卡免疫力提神精力)」「醫生健康日記斯里蘭卡有機薑黃粉260g/罐(有機薑黃生酮)」「心血管疾病器官骨骼神經及免疫系統有益3.單元不飽和脂肪酸可降低血液濃度亦可提高腦細胞活性4.多元不飽和脂肪酸可降低壞的膽固醇5.擁有高密度蛋白醇(好膽固醇)能夠保護動脈血管...生醫用鵝油...對皮膚疾病和保養具有神奇功效...用鵝油治療牛皮癬...人們會利用鵝油與草本植物調成外敷式的藥膏來治療濕疹、燙傷或凍瘡等皮膚疾病及保養面膜...以治療咳嗽與肺炎...被證實對人體發炎反應有一定緩解效果」,1
225,蝦紅素草本錠(視立保草本益明錠),「我們全家現在都有吃蝦紅素草本錠(右邊跑馬燈3C殺手害全家視力遭滅門！？眼睛早衰名醫教自保之道！名醫建議『視』必靠蝦紅素！)」,1
226,18D有氧滑奶、原味有氧飲料-寶特瓶(24入/箱)、O2有氧濃縮膠囊、O2老虎牙子決明有氧、【老虎牙子】18D有氧滑奶(200ml24入)、老虎牙子有氧濃縮膠囊等,「18D有氧滑奶-有氧美胸...投資妳的事業線...ㄋㄟㄋㄟupup完全心動阿...對乳腺、腺泡這些靶細胞進行有效作用」「增加你的攝氧量…可增加人體最大攝氧量11.9%、氧氣交換率7.9%、體力23.3%以及耐力16.3%」「提高攝氧量…抗疲勞」「夜晚看得清、看得遠，舒緩酸澀，改善流目油，維持大腦清晰…潤腸通便…世界第一瓶有氧機能飲…用眼疲勞」「藥材飲品...主打美胸功能的18d滑奶...益氣養血，滋陰補陽...具強抗氧化力，可預防老化...豐胸...胸前也在努力的工作upup...甜美的小胸捧油阿」「讓細胞吸收足夠的氧，使肌膚保濕又有氧，用喝的，讓你體驗從未有過的白皙透紅」,1
227,【愛斯可達】節立顧綠貽貝膠原強化錠,「你的骨頭鬆了嗎?骨質疏鬆老年人隱形殺手...台灣每年有16000人骨質疏鬆髖部骨折...一年死亡率女性15?男性22%...長期使用類固醇藥物」,1
228,五星級金沙黃金腰果超殺組,「(口述)最主要是男性的部分(重拾雄風)你要補充的、通暢的，它全部都是天然的感覺…(畫面)男人抽菸嗜酒易『絕精』快吃3種食物救小精蟲過了25歲男多吃腰果助『性』致...1天7顆堅果重拾男性雄風...養生5堅果護心...空汙傷肺補充蛋白質曾免疫力...牛奶非王道兒童健骨可多吃腰果...(口述)6、7顆晚上就棒棒叫了啦(我要生小孩你又不是不知道)」,1
229,藻衡糖平衡配方買3送1,「研究：高穩定藻褐素可修復胰島細胞及調節血糖的作用；對於有血糖調控不佳的民眾而言，可謂是一大福音！…許多醫學文獻指出，藻褐素具有調節血糖、改善脂肪代謝、抗自由基與抗氧化作用。至於藻褐素與高穩定藻褐素都是萃取而來，但是高穩定藻褐素則是較一般藻褐素多了一層包覆技術保護。…（藻衡糖平衡配方買3送1）…含有包覆萃取之高穩定藻褐素」,1
230,倍速癌症營養補給品,「(影片)罹患大腸直腸癌第二期…打化療的時候…吃化療藥的時候…去醫院驗血…白血球就低很多…就喝我最喜歡的營養品…治療耐受度差生命的損失」,1
231,GOIsotonicEnergyGels能量果膠-綜合8pack,「能量提升…燃燒脂肪…SIS電解質發泡錠…脫水會影響尿液量…要煩惱的是腎臟，還有尿毒症…肌肉的損傷，紅血球也會大量耗損，造成短暫的貧血…SIS設計Regorapid恢復蛋白粉…有效刺激胰島素上升，抑制蛋白質分解，促進蛋白質合成…果糖和乳糖不耐症…腸胃不適的症狀…1.脹氣2.胃食道逆流3.胃痛4.嘔吐5.腹瀉或便秘…刺激菌腸腦軸產生各種症狀…SIS能量果膠…不會因為腸胃不適…避免…帶走鹽分…產生低鈉血症…SiSgohydro發泡錠」,1
232,NB自然美綠藻紅石榴纖盈複方膠囊,「(NB自然美魔纖緊緊緻系列)：…吃和擦提升代謝，減肥更有效率…瘦小腹…(NB自然美綠藻紅石榴孅盈複方膠囊)：…身體有很多發炎反應，因而影響到瘦體素發揮作用。因此抗發炎、提升免疫類的保健食品也是不錯選擇…減少熱量囤積…抑制食慾」,1
233,田裡的紅寶石-甜菜根,「強化心血管，抗發炎及降血壓…有效的增加食慾。加強胃腸蠕動及消化液的分泌…不僅能降低罹癌機率…增加體內造血營養素，增加肌肉細胞的能量，讓人在衝刺時，跑得更快…有效控制食慾、體重…最佳天然抗氧化營養品…增加身體細胞的能量…增加體內造血營養素…增進血液循環，為組織生長的必需品…有助穩定血壓及預防心血管疾病排…排除便秘困擾…降低罹癌機率」,1
234,珍湯極品生鮮花膠超值組,「滋陰補陽、固精補血、補腎虛…阿公阿嬤妳牙齒比較不太好…骨頭、鈣質流失，然後皮膚不要有皺紋要澎澎，你知道嗎你就是吃這個花膠…藥用價值…年長腰膝酸軟無力或身體虛弱者，最適宜經常食用…年紀大的人手最能顯現年紀，她吃花膠吃到那個手跟18歲的女孩子一樣還有個酒窩」,1
235,紀曉君代言KKD青纖素進化升級版,「紀曉君口述：...產後要變瘦真的比生小孩子還要難，…這次我竟然我瘦了20公斤，我真的瘦了20公斤，我的大腿內側外側都瘦了一大圈，腰的一坨肉也變少了，現在重新復出更瘦、更健康…，我還要繼續瘦下去，…想瘦20公斤，就找我紀曉君，快跟我一起來」,1
236,長庚團隊舒暢益生菌健康組,「長庚臨床實驗結果九種複合益生菌預防大腸癌、便秘、消化不良、痔瘡、口臭...攝取對的益生菌能降低致癌危險...可以清除壞菌...結合並排除毒素，增強人體自然免疫系統...有助於預防和治療腹瀉，減少過敏的發生...可治療急性腹瀉。降低腸道病變機率。清理腸道自由基，抗氧化。降低致癌的發生率」,1
237,【用吃的!，睡眠問題解決方案的領導品牌】坦麗仕健康園地-舒壓?-【全館免運中】,「PChome商店街-個人賣場」「全台唯一【營養師專屬諮詢診斷療程X保健食品】-坦麗仕納豆冠軍-心血管保養界的勞斯萊斯」「睡眠問題…長期失眠…安眠藥解決問題…解決睡眠及壓力過大困擾…不含西藥成分…舒眠」「診斷療程…心血管保養…傷肝…護肝…抗老…天然血液淨化劑…血管阻塞…不含西藥成分」,1
238,「威瑪舒培舒利視膠囊(葉黃素)60顆/盒x1」、「威瑪舒培柔絲蜜軟膠囊(黃金小米)(60顆/盒)x1」,「眼藥廣告」「威瑪舒培柔絲蜜軟膠囊(黃金小米)(60顆/盒)x1」「保護毛髮...提供營養到頭皮髮根...維護髮根...毛髮的毛細血管...頭髮得到較完善的照顧...對頭髮有很好的幫助」,1
239,「【德安藥行】威瑪舒培芯舒暢膜衣錠(90顆/盒)x1」、「AFC宇勝淺山究極新潤節膠囊食品(270粒/罐)x1送舒利視複方金盞花葉黃素60顆(成人專用-3C電腦族保養品)」、「[德安藥行]六鵬大豆荷美錠(30錠/盒)x13」、「[德安藥行]六鵬高單位葉黃素(30粒/盒)x13」及「[德安藥行]六鵬益寶軟膠囊(琉璃苣+月見草油)(30顆/盒)x2」,「藥典」「關懷骨骼」「幫助更年期婦女維持正常的生理機能…服用」「減少細胞膜上多元不飽和脂肪酸的氧化…維持細胞膜的完整性…維持視力健康的最佳營養補充食品…維持皮膚及血球細胞的健康」「調整女性生理期間不適感」,1
240,補骨健、花敏消、肝精健、家樂健、至寶三多靈、循平安、清體健、潤喉爽、開胃樂、美體健、金羅漢,「有助改善神經痛、風濕痛、關節炎、痛風、肩膀僵硬、五十肩、腰酸背痛、腳麻痺等」「過敏性及急慢性鼻炎，花粉症鼻炎，感冒引起的流鼻水、鼻塞、打噴嚏，及蓄膿症等有效」「有助緩和肝機能障礙、急慢性肝炎、肝硬化，黃疸及口苦、口臭的改善」「增強精力、恢復疲勞、五臟六腑的強化、改善虛弱體質、頭暈目眩、貧血寒冷症、生理障礙、更年期障礙、夜尿頻尿、勃起不良、前列腺肥大等」「消渴症（糖尿病）的預防，以及止渴潤喉，，促進胰島素的分泌，降低血糖值，改善新陳代謝障礙」「因美食及運動不足而血液中滯積脂肪，循環變差，引起高血壓」,1
241,達特蕾蒂plus+、健康食妍離子植物鈣,」「全新升級版達特蕾蒂plus+大家都說超有感...肉肉真的不見了!...只要輕輕鬆鬆」「短短一年竟從168cm到184cm...今天為了看看兒子這一年的身高...一年前才168cm，現在184cm整整多了16cm...6月的時候跟爸爸去坐郵輪的時候還180cm，現在卻已經『184cm』...看到兒子長得這麼高大...佐以身高前後對照圖」,1
242,MagicTai-super小分子?20包裝(第二代加量版15包+5包、全素)、YR-3衛益菌(非素食，粉末食品)、愛金亮葉黃凍(全素-凍狀食品)、帝黃九五微粒膠囊Turmeric(素食，膠囊食品)、精粹5000特級補精Salmoncartilage12入(非素食，液態食品)、晶透美人錠BeautySecret(素食，錠狀食品),「小分子?對於太陽造成的容顏問題，有助組織修復…健身後要有令人稱羨肌肉線條的型男、銀髮族的肌肉需要維護」「清除廢物…YR-3專利菌→主動追蹤…EC-12專利腸球菌→徹底掃除…15益生元→調理修復…效果保證…具有抑制幽門桿菌之乳酸菌層的包埋結構…戊糖乳桿菌LPS16及其在抑制幽門螺旋桿菌之用途…植物乳桿菌LP23及其在抑制幽門螺旋桿菌的用途…嗜酸乳桿菌LA27及其在抑制幽門螺旋桿菌的用途」,1
